Ticker,Name,Actual_Date,Status,Score,Primary_Signal,Uptrend_HH_HL,Pullback_Pct,Prior_Low_Held,Channel_Coverage,Channel_Position,Recent_Lower_Touch,Room_To_Mid_Pct,Room_To_Upper_Pct,Double_Bottom,Double_Bottom_Confirmed,MA_Clustered,MA_Spread_Pct,MA_Reclaimed,MA5_Held,Bottom_Volume_Surge,Reference_Low_Held,Reference_High_Break,Reference_Volume_Ratio,D+5_Close_Return_Pct,D+10_Close_Return_Pct,D+20_Close_Return_Pct,D+40_Close_Return_Pct,D+60_Close_Return_Pct,MFE_20D_Pct,MAE_20D_Pct,MFE_60D_Pct,MAE_60D_Pct,Positive_D20,Hit_Mid_Before_Stop,Hit_PriorHigh_Before_Stop,Hit_Upper_Before_Stop,Stop_Hit,First_Event
000660,SK하이닉스,2021-03-23,WATCH,68,LOWER_CHANNEL_WATCH,True,10.3,True,0.971,-0.0608,True,9.34,17.67,True,False,True,5.9,False,False,False,False,False,,-0.37,5.926,2.593,-9.259,-6.296,8.889,-3.333,8.889,-14.444,1.0,0.0,0.0,0.0,1.0,STOP
000660,SK하이닉스,2021-03-24,REJECTED,68,TREND_BROKEN_OR_NOT_UPTREND,True,11.3,True,0.9571,-0.1523,True,10.99,19.4,True,False,True,5.51,False,False,False,False,False,,-0.749,7.491,-0.749,-8.24,-6.742,10.112,-2.247,10.112,-13.483,0.0,,,,,
000660,SK하이닉스,2021-03-25,REJECTED,68,TREND_BROKEN_OR_NOT_UPTREND,True,11.63,True,0.9437,-0.1993,True,11.82,20.27,True,False,True,5.21,False,False,False,False,False,,5.639,8.271,0.0,-10.15,-8.271,10.526,-1.128,10.526,-13.158,0.0,,,,,
000660,SK하이닉스,2021-03-26,WATCH,68,LOWER_CHANNEL_WATCH,True,10.3,True,0.8462,0.3143,True,2.14,7.9,True,False,True,4.42,False,True,False,False,False,,4.444,3.704,-1.852,-8.889,-9.63,8.889,-4.815,8.889,-14.444,0.0,1.0,1.0,1.0,0.0,UPPER
000660,SK하이닉스,2021-03-29,WATCH,68,LOWER_CHANNEL_WATCH,True,12.29,True,0.8491,0.1143,True,4.55,10.44,True,False,True,3.95,False,True,False,False,False,,8.333,4.167,-0.379,-6.818,-6.061,11.364,-2.652,11.364,-12.5,0.0,1.0,1.0,1.0,0.0,UPPER
000660,SK하이닉스,2021-04-16,WATCH,63,LOWER_CHANNEL_WATCH,True,6.46,True,0.9552,0.4066,True,1.2,7.61,True,False,True,2.01,False,True,False,False,False,,-3.636,-6.909,-14.545,-6.545,-10.545,1.091,-16.0,1.091,-16.0,0.0,0.0,0.0,0.0,1.0,STOP
000660,SK하이닉스,2021-04-19,WATCH,73,LOWER_CHANNEL_WATCH,True,6.12,True,0.9559,0.4282,True,0.92,7.31,True,False,True,1.93,True,True,False,False,False,,-4.71,-4.71,-12.319,-6.159,-10.507,0.362,-16.304,0.362,-16.304,0.0,0.0,0.0,0.0,1.0,STOP
000660,SK하이닉스,2021-04-20,WATCH,73,LOWER_CHANNEL_WATCH,True,5.78,True,0.9565,0.4497,True,0.64,7.01,True,False,True,1.94,True,True,False,False,False,,-2.527,-4.693,-11.552,-8.664,-10.83,-0.361,-16.606,-0.361,-16.606,0.0,0.0,0.0,0.0,1.0,STOP
000660,SK하이닉스,2021-04-21,WATCH,68,LOWER_CHANNEL_WATCH,True,9.86,True,0.9571,0.1026,True,5.29,11.95,True,False,True,1.94,False,False,False,False,False,,-1.887,-2.642,-7.547,-6.038,-8.302,2.642,-12.83,2.642,-12.83,0.0,0.0,0.0,0.0,1.0,STOP
000660,SK하이닉스,2021-04-22,WATCH,68,LOWER_CHANNEL_WATCH,True,9.52,True,0.9577,0.1241,True,4.98,11.62,True,False,True,1.96,False,True,False,False,False,,-2.256,-2.632,-10.15,-8.271,-10.526,2.256,-13.158,2.256,-13.158,0.0,0.0,0.0,0.0,1.0,STOP
000660,SK하이닉스,2021-04-27,WATCH,68,LOWER_CHANNEL_WATCH,True,8.16,True,0.9595,0.217,True,3.7,10.23,True,False,True,3.69,False,True,False,False,False,,-2.222,-11.481,-7.037,-6.667,-11.481,0.0,-14.444,0.0,-14.444,0.0,0.0,0.0,0.0,1.0,STOP
000660,SK하이닉스,2021-11-08,WATCH,66,LOWER_CHANNEL_WATCH,True,1.38,True,1.0,0.916,True,-7.08,1.43,True,True,True,5.48,True,False,False,False,False,,3.256,11.163,10.233,19.535,15.814,13.953,-1.86,24.186,-1.86,1.0,,1.0,1.0,0.0,UPPER
000660,SK하이닉스,2021-11-09,WATCH,68,LOWER_CHANNEL_WATCH,True,0.91,True,1.0,0.9972,True,-8.35,0.05,True,True,True,4.88,True,True,False,False,False,,2.752,9.174,11.468,15.138,12.844,12.385,-3.211,22.477,-3.211,1.0,,,1.0,0.0,UPPER
000660,SK하이닉스,2021-11-10,WATCH,68,LOWER_CHANNEL_WATCH,True,1.36,True,1.0,0.9692,True,-7.92,0.52,True,True,True,4.69,True,True,False,False,False,,1.843,10.138,10.599,15.207,15.207,15.207,-2.765,23.041,-2.765,1.0,,1.0,1.0,0.0,UPPER
000660,SK하이닉스,2021-11-11,WATCH,58,LOWER_CHANNEL_WATCH,True,2.27,True,1.0,0.9139,True,-7.05,1.47,True,True,True,4.78,False,True,False,False,False,,2.326,9.302,14.884,18.14,17.209,16.279,-1.86,24.186,-1.86,1.0,,1.0,1.0,0.0,UPPER
000660,SK하이닉스,2022-01-05,REJECTED,55,TREND_BROKEN_OR_NOT_UPTREND,True,5.99,True,0.9111,-0.094,True,4.24,7.8,False,False,False,11.44,False,False,False,False,False,,2.39,1.195,-1.992,-5.976,-9.96,3.586,-11.554,6.773,-11.554,0.0,,,,,
000660,SK하이닉스,2022-01-06,REJECTED,55,TREND_BROKEN_OR_NOT_UPTREND,True,6.37,True,0.8913,-0.2166,True,5.13,8.71,False,False,False,10.73,False,False,False,False,False,,3.6,0.0,0.0,-4.0,-9.2,4.0,-11.2,7.2,-11.6,0.0,,,,,
000660,SK하이닉스,2022-01-07,WATCH,65,LOWER_CHANNEL_WATCH,True,4.87,True,0.8936,-0.0599,True,3.95,7.47,False,False,False,9.5,True,True,False,False,False,,1.181,-6.299,-0.787,-7.874,-11.811,2.362,-12.598,5.512,-12.992,0.0,0.0,0.0,0.0,1.0,STOP
000660,SK하이닉스,2022-03-04,WATCH,63,LOWER_CHANNEL_WATCH,True,7.09,True,1.0,0.1373,True,8.9,21.16,False,False,True,1.97,False,True,False,False,False,,-6.827,-2.008,-6.024,-11.245,-13.253,0.402,-10.04,0.402,-18.474,0.0,0.0,0.0,0.0,1.0,STOP
000660,SK하이닉스,2022-03-07,WATCH,63,LOWER_CHANNEL_WATCH,True,10.82,True,1.0,-0.0403,True,13.81,26.59,False,False,True,2.43,False,False,False,False,False,,-5.858,3.347,-2.51,-7.95,-10.46,4.603,-6.276,4.603,-15.063,0.0,0.0,0.0,0.0,1.0,STOP
000660,SK하이닉스,2022-05-23,WATCH,58,LOWER_CHANNEL_WATCH,True,1.74,True,1.0,0.2172,True,7.04,19.5,True,False,True,4.12,False,True,False,False,False,,-5.31,-6.195,-18.407,-9.735,-15.31,-0.885,-18.85,-0.885,-23.628,0.0,0.0,0.0,0.0,1.0,STOP
000660,SK하이닉스,2022-05-24,WATCH,68,LOWER_CHANNEL_WATCH,True,5.65,True,1.0,0.0567,True,11.5,24.47,True,False,True,4.06,False,False,False,False,False,,-0.461,-2.765,-16.866,-5.53,-11.152,1.382,-17.327,1.382,-20.461,0.0,0.0,0.0,0.0,1.0,STOP
000660,SK하이닉스,2022-05-25,WATCH,68,LOWER_CHANNEL_WATCH,True,6.09,True,1.0,0.0384,True,12.03,25.06,True,False,True,3.98,False,False,False,False,False,,-0.926,-4.167,-15.185,-7.407,-11.852,0.463,-16.944,0.463,-20.093,0.0,0.0,0.0,0.0,1.0,STOP
000660,SK하이닉스,2022-05-27,WATCH,68,LOWER_CHANNEL_WATCH,True,7.83,True,0.99,-0.0338,True,14.17,27.45,True,False,True,5.94,False,False,False,False,False,,-1.887,-6.509,-10.094,-5.189,-12.075,2.358,-15.377,2.358,-18.585,0.0,0.0,0.0,0.0,1.0,STOP
000660,SK하이닉스,2022-05-30,WATCH,60,LOWER_CHANNEL_WATCH,True,6.96,True,0.9901,0.0011,True,13.12,26.27,True,False,False,6.66,False,True,False,False,False,,-0.935,-8.505,-12.15,-6.542,-12.056,1.402,-16.168,1.402,-19.346,0.0,0.0,0.0,0.0,1.0,STOP
000660,SK하이닉스,2023-01-26,WATCH,87,LOWER_CHANNEL_WATCH,True,0.0,True,0.8571,1.3481,True,-9.48,-3.89,True,True,True,5.24,True,True,True,True,True,2.33,1.192,2.275,0.433,-5.417,-3.467,2.925,-5.959,2.925,-16.901,1.0,,,,0.0,TIMEOUT
000660,SK하이닉스,2023-01-27,WATCH,87,LOWER_CHANNEL_WATCH,True,1.4,True,0.8372,1.2672,True,-8.65,-3.01,True,True,True,6.34,True,True,True,True,True,2.33,0.765,2.186,-0.546,-6.557,-4.699,3.825,-5.137,3.825,-16.175,0.0,,,,0.0,TIMEOUT
000660,SK하이닉스,2023-02-03,REJECTED,55,CONDITIONS_INCOMPLETE,True,2.85,True,1.0,0.6023,True,-0.78,3.04,True,False,False,7.46,True,True,False,False,False,,1.41,-0.217,-2.711,-5.423,-2.169,3.037,-5.423,3.037,-16.811,0.0,,,,,
000660,SK하이닉스,2023-02-06,WATCH,60,LOWER_CHANNEL_WATCH,True,6.11,True,1.0,0.0994,True,3.16,7.12,True,False,False,7.36,False,True,False,False,False,,1.684,3.816,-0.224,-5.163,0.786,6.622,-2.132,6.622,-13.917,0.0,1.0,1.0,0.0,1.0,STOP
000660,SK하이닉스,2023-02-07,WATCH,60,LOWER_CHANNEL_WATCH,True,4.32,True,1.0,0.2356,True,2.09,6.05,True,False,False,7.7,False,False,False,False,False,,2.863,0.441,-4.405,-6.828,-2.313,4.626,-4.846,4.626,-15.529,0.0,1.0,1.0,0.0,1.0,STOP
000660,SK하이닉스,2023-02-08,WATCH,60,LOWER_CHANNEL_WATCH,True,0.11,True,1.0,0.7416,True,-1.83,1.96,True,True,False,8.08,True,True,False,False,False,,-3.372,-6.112,-9.8,-11.697,-6.533,-0.105,-10.116,-0.105,-19.178,0.0,,,0.0,1.0,STOP
000660,SK하이닉스,2023-02-09,WATCH,60,LOWER_CHANNEL_WATCH,True,0.63,True,1.0,0.6074,True,-0.82,2.99,True,True,False,8.27,True,True,False,False,False,,-1.589,-1.801,-11.758,-5.614,-7.521,0.318,-11.97,0.318,-18.75,0.0,,0.0,0.0,1.0,STOP
000660,SK하이닉스,2023-02-10,REJECTED,55,CONDITIONS_INCOMPLETE,True,1.58,True,1.0,0.4175,True,0.63,4.48,True,False,False,8.6,True,True,False,False,False,,-1.604,-2.674,-9.84,-2.995,-7.059,0.749,-11.872,0.749,-17.968,0.0,,,,,
000660,SK하이닉스,2023-02-13,WATCH,60,LOWER_CHANNEL_WATCH,True,4.63,True,1.0,-0.0507,True,4.37,8.33,True,False,False,9.22,False,False,False,False,False,,2.097,-0.662,-10.486,1.325,-4.746,3.974,-10.486,3.974,-15.342,0.0,0.0,0.0,0.0,1.0,STOP
000660,SK하이닉스,2023-02-14,WATCH,60,LOWER_CHANNEL_WATCH,True,1.68,True,1.0,0.2744,True,1.74,5.58,True,False,False,9.4,True,True,False,False,False,,-2.355,-4.283,-15.31,-3.319,-6.638,0.857,-15.632,0.857,-17.88,0.0,0.0,0.0,0.0,1.0,STOP
000660,SK하이닉스,2023-02-15,WATCH,60,LOWER_CHANNEL_WATCH,True,3.47,True,1.0,-0.0268,True,4.13,8.05,True,False,False,8.81,False,True,False,False,False,,-2.835,-3.926,-13.85,-3.272,-5.78,2.508,-16.358,2.508,-16.358,0.0,0.0,0.0,0.0,1.0,STOP
000660,SK하이닉스,2023-02-16,WATCH,60,LOWER_CHANNEL_WATCH,True,2.21,True,1.0,0.0755,True,3.28,7.15,True,False,False,8.26,True,True,False,False,False,,-0.215,-6.028,-9.58,-3.875,-2.691,1.184,-17.438,1.184,-17.438,0.0,0.0,0.0,0.0,1.0,STOP
000660,SK하이닉스,2023-02-17,WATCH,60,LOWER_CHANNEL_WATCH,True,3.16,True,1.0,-0.0686,True,4.63,8.7,True,False,False,7.89,False,True,False,False,False,,-1.087,-2.5,-9.022,-3.804,-0.109,2.174,-16.63,2.174,-16.63,0.0,0.0,0.0,0.0,1.0,STOP
000660,SK하이닉스,2023-02-20,REJECTED,50,CONDITIONS_INCOMPLETE,True,2.63,True,1.0,-0.0639,True,4.57,8.62,True,False,False,8.13,False,True,False,False,False,,-2.703,-3.892,-9.622,-5.297,1.189,1.622,-17.081,1.622,-17.081,0.0,,,,,
000660,SK하이닉스,2023-02-21,WATCH,60,LOWER_CHANNEL_WATCH,True,4.0,True,0.9643,-0.0758,True,4.17,7.79,True,False,False,7.68,False,True,False,False,False,,-1.974,-4.825,-4.715,-3.289,6.689,3.07,-15.899,7.346,-15.899,0.0,0.0,0.0,0.0,1.0,STOP
000660,SK하이닉스,2023-02-22,REJECTED,60,TREND_BROKEN_OR_NOT_UPTREND,True,6.21,True,0.931,-0.4495,True,7.03,10.74,True,False,False,7.5,False,False,False,False,False,,-1.122,-3.928,-0.673,-1.571,10.213,5.499,-13.917,11.56,-13.917,0.0,,,,,
000660,SK하이닉스,2023-02-23,REJECTED,60,TREND_BROKEN_OR_NOT_UPTREND,True,2.42,True,0.9333,0.0404,True,3.27,6.83,True,False,False,7.06,True,True,False,False,False,,-5.825,-10.14,-5.825,-3.883,5.609,1.402,-17.26,7.228,-17.26,0.0,,,,,
000660,SK하이닉스,2023-02-24,WATCH,60,LOWER_CHANNEL_WATCH,True,4.21,True,0.9032,-0.2727,True,5.6,9.23,True,False,False,7.03,False,True,False,False,False,,-1.429,-7.363,-6.044,-4.176,7.363,0.0,-15.714,9.231,-15.714,0.0,0.0,0.0,0.0,1.0,STOP
000660,SK하이닉스,2023-04-13,WATCH,77,LOWER_CHANNEL_WATCH,True,4.11,True,1.0,0.2582,True,6.86,21.05,False,False,True,3.35,False,True,True,True,False,2.52,-1.127,0.113,-2.593,33.935,30.101,3.044,-5.637,36.528,-5.637,0.0,0.0,0.0,0.0,0.0,TIMEOUT
000660,SK하이닉스,2023-04-14,WATCH,77,LOWER_CHANNEL_WATCH,True,3.46,True,1.0,0.2711,True,6.45,20.55,False,False,True,3.08,False,True,True,True,False,2.52,-0.224,0.224,1.232,33.259,27.772,2.352,-6.271,35.61,-6.271,1.0,0.0,0.0,0.0,0.0,TIMEOUT
000660,SK하이닉스,2023-04-17,WATCH,77,LOWER_CHANNEL_WATCH,True,4.32,True,1.0,0.2284,True,7.73,21.95,False,False,True,2.34,False,True,True,True,False,2.52,-1.469,1.921,3.842,34.35,33.333,3.955,-5.424,36.836,-5.424,1.0,0.0,0.0,0.0,0.0,TIMEOUT
000660,SK하이닉스,2023-04-18,WATCH,77,LOWER_CHANNEL_WATCH,True,5.3,True,1.0,0.1817,True,9.15,23.52,False,False,True,1.18,False,True,True,True,False,2.52,-2.397,2.511,6.849,31.05,33.79,7.306,-4.452,38.242,-4.452,1.0,0.0,1.0,0.0,0.0,TIMEOUT
000660,SK하이닉스,2023-04-19,WATCH,80,LOWER_CHANNEL_CONFIRMED_REVERSAL_WATCH,True,4.65,True,1.0,0.1946,True,8.72,22.99,False,False,True,0.86,False,True,True,True,False,2.52,-0.907,0.567,10.317,31.633,33.56,10.998,-5.102,37.302,-5.102,1.0,0.0,1.0,0.0,0.0,TIMEOUT
000660,SK하이닉스,2023-04-20,WATCH,77,LOWER_CHANNEL_WATCH,True,5.19,True,1.0,0.1639,True,9.65,24.0,False,False,True,0.84,False,True,True,True,False,2.52,1.254,1.14,11.973,31.243,33.979,13.341,-4.561,38.084,-4.561,1.0,0.0,1.0,0.0,0.0,TIMEOUT
000660,SK하이닉스,2023-04-21,CONFIRMED,90,D10_STRONG_LOWER_CHANNEL_CONFIRMED_REVERSAL,True,3.68,True,1.0,0.2085,True,8.24,22.36,False,False,True,0.66,True,True,True,True,False,2.52,0.449,-2.02,9.877,27.946,31.201,11.56,-6.061,35.915,-6.061,1.0,0.0,1.0,0.0,0.0,TIMEOUT
000660,SK하이닉스,2023-04-24,WATCH,77,LOWER_CHANNEL_WATCH,True,5.73,True,1.0,0.1221,True,10.91,25.34,False,False,True,0.6,False,True,True,True,False,2.52,3.44,-0.344,12.041,30.275,31.995,13.991,-4.014,38.876,-4.014,1.0,0.0,1.0,0.0,0.0,TIMEOUT
000660,SK하이닉스,2023-04-25,WATCH,77,LOWER_CHANNEL_WATCH,True,7.57,True,1.0,0.0437,True,13.44,28.16,False,False,True,1.0,False,False,True,True,False,2.52,5.029,0.936,21.053,32.749,33.333,21.988,-0.585,41.637,-0.585,1.0,1.0,1.0,0.0,0.0,TIMEOUT
000660,SK하이닉스,2023-05-04,WATCH,68,LOWER_CHANNEL_WATCH,True,4.11,True,1.0,0.3052,True,2.08,7.42,True,False,True,1.34,False,True,False,False,False,,-1.691,9.696,22.548,32.92,41.037,27.847,-4.171,45.434,-4.171,1.0,1.0,1.0,1.0,0.0,UPPER
000660,SK하이닉스,2023-05-08,WATCH,68,LOWER_CHANNEL_WATCH,True,4.11,True,1.0,0.2879,True,2.27,7.6,True,False,True,1.43,False,True,False,False,False,,-2.593,10.71,21.759,31.567,34.724,27.847,-4.171,45.434,-4.171,1.0,1.0,1.0,1.0,0.0,UPPER
000660,SK하이닉스,2023-05-09,WATCH,68,LOWER_CHANNEL_WATCH,True,5.62,True,1.0,0.1228,True,4.09,9.52,True,False,True,1.08,False,False,False,False,False,,3.551,12.142,25.659,30.355,37.457,29.897,-2.635,47.766,-2.635,1.0,1.0,1.0,1.0,0.0,UPPER
000660,SK하이닉스,2023-05-10,WATCH,68,LOWER_CHANNEL_WATCH,True,5.75,True,1.0,0.0633,True,4.76,10.21,True,False,True,0.78,False,True,False,False,False,,5.754,12.428,32.796,28.654,38.205,33.026,-2.186,48.446,-2.186,1.0,1.0,1.0,1.0,0.0,UPPER
000660,SK하이닉스,2023-05-11,WATCH,68,LOWER_CHANNEL_WATCH,True,6.2,True,1.0,-0.0173,True,5.68,11.17,True,False,True,0.82,False,False,False,False,False,,8.459,19.93,33.024,27.81,41.251,34.183,-0.927,49.479,-0.927,1.0,1.0,1.0,1.0,0.0,UPPER
000660,SK하이닉스,2023-05-12,WATCH,68,LOWER_CHANNEL_WATCH,True,4.6,True,1.0,0.0605,True,4.77,10.21,True,False,True,0.97,False,True,False,False,False,,11.583,25.229,37.041,30.046,36.009,37.729,-1.95,47.936,-1.95,1.0,1.0,1.0,1.0,0.0,UPPER
000660,SK하이닉스,2023-05-15,WATCH,68,LOWER_CHANNEL_WATCH,True,5.47,True,1.0,-0.0413,True,5.93,11.42,True,False,True,1.38,False,True,False,False,False,,13.657,27.662,37.5,33.565,37.153,39.005,2.431,49.306,2.431,1.0,1.0,1.0,1.0,0.0,UPPER
000660,SK하이닉스,2023-05-16,WATCH,63,LOWER_CHANNEL_WATCH,True,1.09,True,1.0,0.4314,True,0.8,6.67,True,False,True,0.7,True,True,False,False,False,,8.296,20.133,31.637,26.217,31.084,33.96,-0.111,42.699,-0.111,1.0,1.0,1.0,1.0,0.0,UPPER
000660,SK하이닉스,2023-05-17,WATCH,68,LOWER_CHANNEL_WATCH,True,0.11,True,1.0,0.5575,True,-0.66,5.1,True,True,True,0.94,True,True,False,False,False,,6.311,20.022,29.38,28.4,25.462,31.774,0.109,40.37,0.109,1.0,,,1.0,0.0,UPPER
000660,SK하이닉스,2023-05-18,WATCH,68,LOWER_CHANNEL_WATCH,True,0.43,True,1.0,0.7024,True,-2.29,3.37,True,True,True,2.46,True,True,False,False,False,,10.577,17.842,22.65,25.214,22.756,29.38,1.389,37.821,1.389,1.0,,,1.0,0.0,UPPER
000660,SK하이닉스,2023-05-19,WATCH,68,LOWER_CHANNEL_WATCH,True,0.61,True,1.0,1.036,True,-5.84,-0.39,True,True,True,4.34,True,True,False,False,False,,12.23,11.716,19.322,21.069,19.013,24.46,-1.028,32.58,-1.028,1.0,,,,0.0,TIMEOUT
000660,SK하이닉스,2023-05-22,WATCH,60,LOWER_CHANNEL_WATCH,True,1.21,True,0.975,1.1055,True,-6.54,-1.14,True,True,False,6.55,True,True,False,False,False,,12.322,9.98,17.21,19.654,16.904,23.32,-1.935,31.365,-1.935,1.0,,,,0.0,TIMEOUT
000660,SK하이닉스,2023-05-23,WATCH,60,LOWER_CHANNEL_WATCH,True,1.51,True,0.9756,1.0617,True,-6.08,-0.67,True,True,False,8.01,True,True,False,False,False,,10.93,12.053,16.445,19.408,19.714,23.698,-1.634,31.767,-1.634,1.0,,,,0.0,TIMEOUT
000660,SK하이닉스,2023-05-24,WATCH,60,LOWER_CHANNEL_WATCH,True,1.71,True,0.9762,1.0274,True,-5.72,-0.3,True,True,False,9.1,True,True,False,False,False,,12.897,18.117,16.274,17.81,19.14,23.951,3.48,32.037,3.48,1.0,,,,0.0,TIMEOUT
000660,SK하이닉스,2023-05-25,REJECTED,50,CONDITIONS_INCOMPLETE,True,0.77,True,0.9535,1.5592,True,-10.85,-5.73,True,True,False,10.29,False,True,False,False,False,,6.57,10.918,9.662,10.145,12.56,17.005,2.415,24.638,2.415,1.0,,,,,
